First,Middle,Last,Sex,Race,DoB,Age,Height,Weight,Percentile,PNum,SSN,Address,Town,State,Zip,Systolic,Diastolic,Risk_Factors,Disorders
Emely,Uhxijiqzq,Hardy,FEMALE,WHITE,10/04/1977,40,62,121,0.0684096434644159,(000) 555-2119,000-71-7814,49001 Qiwokqvix CTR.,Santa Clara,California,95050,95,63,disease 2
Loyd,Qmqihvuf,Mixon,FEMALE,WHITE,03/15/1985,32,70,262,0.949157245453124,(000) 555-5685,000-36-4388,37296 Qgcaxqes RD.,Elizabeth,New Jersey,07208,138,102,disease 3
Jamal,Aqsxuj,Timmons,MALE,WHITE,09/06/1981,36,68,266,0.915299718552228,(860) 555-1348,000-39-8436,90067 Ijqsx PL.,Hartford,Connecticut,06101,127,86,disease 1
Sharon,Ivqujsijsqt,Escobar,FEMALE,WHITE,09/24/2012,5,64,187,0.563124955737029,(000) 555-4295,000-100-1792,18994 Qigfqcuxkaq BLVD.,West Covina,California,91793,145,109,disease 3
Frances,Zqvw,Waldron,MALE,WHITE,05/22/1987,30,68,210,0.517083595250004,(225) 555-2607,000-69-0325,30314 Paxzqvpxex PL.,Baton Rouge,Louisiana,70826,137,92,disease 2
Myrta,Ijfabxquj,Edwards,FEMALE,WHITE,07/15/1956,61,65,192,0.660921360981381,(909) 555-9635,000-95-1920,54448 Vwijxcx CTR.,Pomona,California,91769,106,61,disease 1
Antione,Qpuqudijafxj,Priest,MALE,0,01/01/0001,2018,68,222,0.58159321177287,(408) 555-2302,000-13-3437,5381 Ovxbx CTR.,Sunnyvale,California,94086,131,88,
Courtney,Zqkaq,Dickinson,FEMALE,WHITE,06/09/1966,51,75,243,0.851845454666241,(213) 555-0287,000-00-5949,8506 Mxqop CT.,Los Angeles,California,90052,176,86,disease 3
Jonah,Vfqwqzucuv,Ellis,FEMALE,WHITE,07/30/1969,48,73,191,0.411189340296687,(860) 555-5884,000-97-2271,33240 Eqaloqxivux BLVD.,Hartford,Connecticut,06101,145,100,disease 1
Kenneth,Eqvzx,Blalock,MALE,WHITE,06/12/1975,42,71,208,0.300941848760925,(000) 555-0866,000-55-0188,93421 Jxjz LN.,Downey,California,90241,138,94,disease 3
Frankie,Qmjagevam,Chatman,FEMALE,WHITE,11/29/2013,3,69,224,0.600717431466102,(402) 555-1108,000-74-6749,53588 Qsavhzqcj CT.,Omaha,Nebraska,68108,173,83,disease 3
Glen,Iqucaqas,Hammond,MALE,WHITE,01/26/2005,12,64,203,0.399428637208211,(219) 555-3251,000-11-4517,25446 Qavavmejx CT.,South Bend,Indiana,46624,105,69,disease 3
Lamont,Ipuxaqmqxejz,Cuevas,MALE,WHITE,06/17/1976,41,69,254,0.876746855454566,(254) 555-6770,000-64-6798,12500 Qmeqgjw AVE.,Killeen,Texas,76541,129,90,disease 2
Brice,Vatequwhix,Locke,MALE,WHITE,04/12/1980,37,69,151,0.0746042832545923,(201) 555-0264,000-26-4281,7506 Jcaqzjg DR.,Jersey City,New Jersey,07302,90,80,disease 2
Ria,Jqvfxj,Prater,FEMALE,WHITE,04/26/1953,64,61,166,0.338040405068479,(000) 555-7746,000-45-6142,7768 Uqexkoqqj DR.,Laredo,Texas,78041,142,86,disease 1
Jasmin,Evupzq,Cardona,FEMALE,WHITE,05/09/1978,39,64,134,0.139761608660514,(000) 555-0822,000-64-6181,29756 Obaxqnzjjig AVE.,Sioux Falls,South Dakota,57104,137,100,disease 2
Rocco,Guqigq,Draper,MALE,WHITE,06/09/1967,50,70,217,0.543391875147599,(205) 555-6338,000-89-6448,16292 Qeyqokqmqih DR.,Montgomery,Alabama,36119,145,80,disease 1
Jonas,Jfujwvhiqf,Mcleod,MALE,WHITE,09/16/1967,50,73,167,0.168259526320616,(412) 555-7485,000-63-6442,37882 Zajijxfq AVE.,Pittsburgh,Pennsylvania,15290,99,62,disease 1
Betsy,Qdajq,Coulter,FEMALE,WHITE,10/23/1965,52,61,192,0.582180116027498,(205) 555-8762,000-40-5749,87008 Osuxcjgq CT.,Jackson,Mississippi,39205,159,86,disease 1
Jacqueline,Ucavqd,Stahl,FEMALE,0,01/01/0001,2018,64,109,0.0411451807954405,(805) 555-0570,000-28-5735,27282 Umxdx CTR.,Thousand Oaks,California,91362,107,78,disease 2
Refugio,Duxguqfix,Maloney,MALE,WHITE,12/31/1974,42,71,193,0.256327998788679,(956) 555-5567,000-30-1547,31722 Ujacoqofecov BLVD.,Mcallen,Texas,78501,151,85,disease 2
Bennie,Kexqyivt,Renteria,FEMALE,WHITE,04/08/1970,47,68,219,0.651593511135154,(816) 555-7723,000-65-1043,53437 Zqoqixivj LN.,Kansas City,Missouri,64108,146,90,disease 2
Geoffrey,Vhjezqc,Harman,MALE,WHITE,02/11/1977,40,68,193,0.324742456915121,(000) 555-5488,000-18-8060,68144 Cxocj BLVD.,Hollywood,Florida,33023,145,83,disease 1
Cliff,Avqaqhuwx,Traylor,MALE,WHITE,08/26/2011,6,70,197,0.280639347079089,(000) 555-9698,000-76-7837,23818 Vjiqd DR.,Fremont,California,94537,166,97,disease 3
Tyler,Eqcujcqoj,Crews,FEMALE,WHITE,09/20/1981,36,59,106,0.0440905583684879,(000) 555-1221,000-92-1113,30969 Dxpuxqj CTR.,Cedar Rapids,Iowa,52401,123,83,disease 1
Madeline,Jizivm,Marshall,FEMALE,WHITE,09/07/1970,47,63,195,0.664183457179448,(219) 555-8929,000-36-8249,43929 Akqocv AVE.,Fort Wayne,Indiana,46802,161,106,disease 2
Genie,Zejzx,Welch,FEMALE,WHITE,05/17/1965,52,64,167,0.288500584781556,(510) 555-5183,000-79-3000,58951 Vipqiz RD.,Hayward,California,94544,155,109,disease 1
Myrle,Qzaqemifux,Rudolph,FEMALE,WHITE,08/14/1983,34,66,181,0.872438331771906,(219) 555-2900,000-87-1170,90361 Obxzex BLVD.,South Bend,Indiana,46624,123,82,disease 2
Chang,Kiqiqik,Huston,MALE,WHITE,03/18/1975,42,73,152,0.0950441204234274,(000) 555-4621,000-85-3094,54475 Ogqjev AVE.,Yonkers,New York,10701,147,90,disease 2
Isidro,Avutqfoqenajw,Chaney,MALE,WHITE,12/06/1967,49,67,211,0.602060905811498,(000) 555-9836,000-86-0232,85228 Ijixqx DR.,Cary,North Carolina,27511,123,83,disease 3
Danyell,Jqqifqlevx,Shoemaker,FEMALE,0,01/01/0001,2018,64,179,0.38929855501252,(000) 555-9288,000-52-6979,62588 Ijofmxkuq CTR.,Naperville,Illinois,60540,110,64,disease 2
Percy,Vxqow,Pike,MALE,WHITE,04/26/1984,33,64,139,0.0463361980236203,(814) 555-9458,000-54-6133,95959 Qobwx RD.,Erie,Pennsylvania,16541,166,87,disease 3
Michaela,Qvobxoqhcj,Bronson,FEMALE,WHITE,04/23/1971,46,60,161,0.280154031763642,(314) 555-9241,000-60-7203,33754 Qtojz RD.,Saint Louis,Missouri,63155,129,106,disease 3
Amado,Sxajzqipvf,Hale,FEMALE,WHITE,05/25/1975,42,67,196,0.329924131232175,(209) 555-3572,000-60-9379,97311 Eqovvjqlupx CTR.,Stockton,California,95208,134,94,disease 1
Anton,Cxfq,Dunbar,MALE,WHITE,01/15/1991,26,65,209,0.619328312190514,(000) 555-3578,000-33-0556,98924 Qawjuqwxqiv AVE.,Garden Grove,California,92842,147,92,disease 3
Kanesha,Qzevibqg,Meza,FEMALE,WHITE,02/12/1972,45,63,197,0.577984517081108,(949) 555-1487,000-54-7647,52952 Qadqfmx DR.,Irvine,California,92619,177,80,disease 2
Bernardina,Qkjqqg,Mckenna,FEMALE,WHITE,01/30/1957,60,64,137,0.174240891153866,(218) 555-7695,000-29-9778,10694 Edaxajgejzqx ST.,Grand Rapids,Michigan,49501,102,63,disease 1
Newton,Gxjsevj,Boyer,FEMALE,WHITE,09/09/1955,62,71,227,0.788752757707958,(954) 555-1419,000-83-7204,44095 Hexiqohmxqw RD.,Fort Lauderdale,Florida,33310,122,105,disease 1
Abbey,Uqekzq,Varner,FEMALE,WHITE,03/13/1972,45,66,108,0.0117732653368581,(706) 555-3138,000-00-5695,46286 Efexvaqoqof ST.,Athens,Georgia,30608,129,91,disease 2
Ariel,Bxcjcx,Fontenot,MALE,WHITE,09/03/1983,34,71,272,0.902007617160181,(915) 555-4108,000-34-4674,64454 Eqnzeqevib RD.,Abilene,Texas,79604,178,103,disease 1
Whitney,Edxoqh,Evans,FEMALE,0,01/01/0001,2018,66,173,0.377597600478372,(310) 555-2744,000-57-2988,35228 Qjakqfxfux CTR.,Torrance,California,90503,113,80,
Theressa,Gxdixijec,Keith,FEMALE,WHITE,08/03/1960,57,63,149,0.197484210656603,(000) 555-8998,000-57-5208,40545 Iqusavbjizoqs BLVD.,Chesapeake,Virginia,23320,179,105,disease 3
Marge,Jwpxivixfq,Duff,FEMALE,WHITE,07/28/1984,33,63,106,0.0311594203445416,(000) 555-5713,000-53-0419,62620 Cxebxqevokux AVE.,Grand Bay,Alabama,36541,112,72,disease 2
Guadalupe,Jocjacqes,Quintana,MALE,WHITE,06/04/1982,35,70,263,0.911969771618185,(916) 555-0544,000-27-2511,56469 Qatcv BLVD.,Sacramento,California,95813,128,80,disease 2
Regena,Ejuqqavfiqqd,Walters,FEMALE,WHITE,10/20/1950,67,64,108,0.0212635742661993,(000) 555-4781,000-74-9611,18699 Eqisiveb PL.,Hollywood,Florida,33024,141,107,disease 1
Nicholas,Juzjc,Esparza,MALE,WHITE,05/13/1967,50,69,191,0.498359467038082,(719) 555-4488,000-10-8798,34947 Omxxuxeqk PL.,Pueblo,Colorado,81003,142,109,disease 3
Loren,Qedofixjew,Marks,MALE,WHITE,08/14/1948,69,70,141,0.00534985575804947,(910) 555-7108,000-39-6150,33255 Quffuxqbuzj ST.,Jacksonville,Florida,32203,148,104,disease 1
Colton,Ajicdx,Gross,MALE,WHITE,07/07/1978,39,67,172,0.173732059152292,(000) 555-7917,000-97-1287,12095 Aqjicajqup LN.,Santa Clara,California,95050,109,76,disease 2
Cherrie,Isaxcavfqoql,Padilla,FEMALE,WHITE,06/03/1972,45,60,169,0.284891838852469,(000) 555-3809,000-11-8967,43522 Jxvt ST.,Albuquerque,New Mexico,87101,171,94,disease 2
Casandra,Vfjiqejzvm,Oliver,FEMALE,WHITE,01/11/1955,62,64,280,0.92532159953951,(000) 555-2585,000-80-7591,55858 Jczeq DR.,Palmdale,California,93550,164,102,disease 1
Teodoro,Xixqevgq,Farrar,FEMALE,WHITE,01/07/1979,38,69,152,0.0571626563672951,(419) 555-5674,000-28-8752,24129 Evwifxcij CT.,Toledo,Ohio,43601,121,82,disease 2
Candie,Vumjcqtvh,Marion,FEMALE,WHITE,09/20/1977,40,67,195,0.648856598814643,(000) 555-8941,000-31-4973,53265 Ujexjfjchx CT.,Pompano Beach,Florida,33075,132,89,disease 2
Adam,Vfzux,Carrillo,FEMALE,WHITE,05/14/1959,58,69,225,0.609213920970853,(000) 555-8893,000-26-8032,36467 Ojvuqpiqncv ST.,Lowell,Massachusetts,01853,145,88,disease 1
Gilberto,Uquzqayvah,Lynch,MALE,WHITE,12/31/1988,28,68,250,0.850530455124692,(000) 555-7571,000-44-6720,95178 Umixqpkaqoqh ST.,Fremont,California,94537,167,82,disease 3
Merrill,Jezuzj,Sampson,MALE,0,01/01/0001,2018,68,282,0.961214723608662,(000) 555-2241,000-99-0303,29149 Mxqupbx CTR.,Sioux Falls,South Dakota,57104,128,88,disease 1
Mitchel,Vqzqojf,Lyon,MALE,WHITE,04/17/2012,5,65,208,0.309220032733038,(504) 555-8532,000-90-8736,55005 Zaqvtiqv DR.,New Orleans,Louisiana,70113,139,95,disease 3
Jorge,Zjkxakaxjq,Boyle,MALE,WHITE,04/04/1980,37,65,227,0.847502913458407,(619) 555-3720,000-69-8347,94749 Qdfxfqazx AVE.,San Diego,California,92199,163,97,disease 2
Darnell,Gxvjqf,Haney,MALE,WHITE,09/20/1974,43,67,165,0.247401713854514,(901) 555-8342,000-08-6044,32191 Jxqj CT.,Memphis,Tennessee,38101,144,91,disease 3
Jerald,Qamdxivmvux,Piper,MALE,WHITE,03/27/1978,39,71,185,0.248058701741952,(000) 555-1558,000-71-5653,28808 Ufeqozqqt BLVD.,Henderson,Nevada,89015,99,61,disease 2
Deena,Ojgiqugijx,Figueroa,FEMALE,WHITE,11/18/1974,42,67,189,0.608203695337805,(336) 555-1283,000-40-4801,4991 Uvhiqbvfqp BLVD.,Winston Salem,North Carolina,27102,148,105,disease 2
Arlie,Coxqxqm,Linn,MALE,WHITE,07/24/1971,46,66,200,0.425011240673932,(612) 555-7162,000-93-5539,93031 Qtpaz DR.,Minneapolis,Minnesota,55401,95,67,disease 2
Warner,Ipzzjjeq,Mixon,MALE,0,01/01/0001,2018,67,150,0.0712430114901963,(931) 555-2067,000-64-7029,43835 Cjvijvoxqg AVE.,Clarksville,Tennessee,37043,94,66,
Brenton,Bxiqyqudxax,Scales,MALE,0,01/01/0001,2018,68,226,0.573682342145363,(000) 555-3558,000-59-3047,14791 Huxjof PL.,Fairfield,California,94533,104,64,disease 2
Oswaldo,Zjqax,Gomez,FEMALE,WHITE,04/29/1977,40,66,171,0.212527867763355,(219) 555-0592,000-12-6741,17030 Eqecasx AVE.,South Bend,Indiana,46624,133,103,disease 2
Jame,Zqcxqxefq,Crews,FEMALE,WHITE,12/13/1979,37,70,198,0.321923151795899,(318) 555-5653,000-88-9744,37410 Xjqk AVE.,Shreveport,Louisiana,71102,148,90,disease 3
Theola,Vxecjqkqd,Strange,FEMALE,WHITE,04/12/1977,40,59,159,0.169730798024308,(501) 555-2127,000-50-5689,87241 Aqiduvbqt ST.,Little Rock,Arkansas,72202,146,109,disease 1
Dede,Qayqhqf,Garrett,FEMALE,WHITE,07/12/1978,39,62,410,0.965237210503582,(000) 555-2610,000-55-3412,28474 Ovejajuzqilzx DR.,Hialeah,Florida,33010,137,87,disease 1
Lucinda,Ofqjqqmvm,Sierra,FEMALE,0,01/01/0001,2018,60,164,0.276721829385902,(000) 555-0420,000-27-7588,4392 Jxhexvet ST.,Daly City,California,94015,99,65,disease 2
Leota,Ecajovohoqev,Valencia,FEMALE,0,01/01/0001,2018,63,161,0.398172858896543,(000) 555-4069,000-67-6465,95998 Xxakxqadqoy BLVD.,Pompano Beach,Florida,33060,96,74,disease 2
Michale,Jegeqohvb,Wheeler,MALE,0,01/01/0001,2018,72,230,0.81220341935215,(970) 555-3930,000-04-2493,79780 Jgvq BLVD.,Fort Collins,Colorado,80525,122,80,disease 2
Lyla,Jxxxqcjof,Kerr,FEMALE,WHITE,08/26/1960,57,60,187,0.64829295828603,(000) 555-4859,000-71-6332,2730 Dxpxvt ST.,Santa Ana,California,92711,124,96,disease 3
Carmen,Wxisxcvovh,Swenson,MALE,0,01/01/0001,2018,70,201,0.48603149602153,(000) 555-6236,000-07-1745,89536 Vjebxqv RD.,Rancho Cucamonga,California,91729,104,68,disease 3
Harlan,Oqpimx,Scruggs,MALE,WHITE,12/10/1971,45,64,240,0.841142909045663,(000) 555-9325,000-56-3429,72940 Pzqmqjoqc ST.,Berkeley,California,94704,127,81,disease 3
Mason,Oxoxjwqx,Alonso,FEMALE,WHITE,01/09/1964,53,68,259,0.873661248938743,(706) 555-6798,000-50-5877,48245 Cvqndx DR.,Augusta,Georgia,30901,150,82,disease 1
Mickie,Kqjv,Grant,FEMALE,WHITE,06/30/1973,44,59,125,0.108445819598652,(909) 555-8255,000-30-5705,22044 Bxecexazjkx DR.,Pomona,California,91769,135,85,disease 3
Cherlyn,Udixujcqdiqok,Rivera,FEMALE,0,01/01/0001,2018,63,193,0.594329001160979,(408) 555-1640,000-22-2786,69017 Qleqcqbiqs CT.,Sunnyvale,California,94086,135,89,disease 2
Wilbert,Ejvagqviw,Carmichael,MALE,WHITE,10/14/2006,11,68,187,0.418900521165875,(630) 555-9548,000-31-6354,66525 Cajqbjisjw LN.,Aurora,Colorado,80017,155,108,disease 3
Arnita,Ijecvjeqk,Kinsey,FEMALE,WHITE,07/13/1992,25,63,182,0.386433970016962,(508) 555-5918,000-14-7563,38090 Qulvt BLVD.,Worcester,Massachusetts,01613,91,62,disease 3
